crop,season,pH,soil_type,elevation,temperature
rice,4,7.5,1,400,23
rice,4,5.7,1,400,26
rice,4,5.8,1,400,25
rice,4,6.3,1,400,26
rice,4,6,1,400,26
rice,4,5.5,1,400,25
rice,4,6.4,1,400,22
rice,4,5.1,1,400,23
rice,4,5.9,1,400,25
rice,4,5.2,1,400,24
rice,4,6.5,1,400,21
rice,4,7.1,1,400,27
rice,4,7.5,1,400,24
rice,4,6.2,1,400,27
rice,4,7.5,1,400,26
rice,4,6,1,400,23
rice,4,6.6,1,400,23
rice,4,6.5,1,400,22
rice,4,5.9,1,400,21
rice,4,7.1,1,400,27
rice,4,5.3,1,400,23
